Locus	Identity	Coverage	Alignment Length	Allele Length	Gaps	Allele	name_file
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_10/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_10/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_19/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_19/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_19/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_19/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_19/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_19/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_19/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_18/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_18/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_18/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_18/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_18/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_18/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_18/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_8_S79/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_8_S79/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_8_S79/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_8_S79/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_8_S79/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_8_S79/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_8_S79/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_08/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_20	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_08/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_08/results_tab.tsv
FII	100.0	100.0	156	156	0	FII_46	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_08/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_08/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_08/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_08/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_1_S9/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_1_S9/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_1_S9/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_1_S9/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_1_S9/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_1_S9/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_90_1_S9/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_13/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_13/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_13/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_13/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_13/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_13/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_13/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_03/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_03/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_03/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_03/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_03/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_03/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_03/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_2_S116/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_2_S116/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_2_S116/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_2_S116/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_2_S116/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_2_S116/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_2_S116/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_1_S58/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_1_S58/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_1_S58/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_1_S58/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_1_S58/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_1_S58/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_240_1_S58/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_14/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_14/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_14/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_14/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_14/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_14/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_14/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_03/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_03/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_03/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_03/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_03/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_03/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_03/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_24/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_24/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_24/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_24/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_24/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_24/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2017_24/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_172_S40/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_172_S40/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_172_S40/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_172_S40/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_172_S40/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_172_S40/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_172_S40/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_15/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_15/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_15/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_15/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_15/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_15/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_15/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_11_S82/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_11_S82/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_11_S82/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_11_S82/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_11_S82/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_11_S82/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_11_S82/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_10_S81/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_10_S81/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_10_S81/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_10_S81/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_10_S81/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_10_S81/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_10_S81/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_04/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_22	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_04/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_04/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_04/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_04/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_04/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SIML_2019_04/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_380_Sal/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_380_Sal/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_380_Sal/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_380_Sal/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_380_Sal/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_380_Sal/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_380_Sal/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_13/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_13/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_13/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_13/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_13/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_13/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_13/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_23/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_23/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_23/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_23/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_23/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_23/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2019_23/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_3_S23/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_3_S23/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_3_S23/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_3_S23/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_3_S23/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_3_S23/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_3_S23/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_298_Sal/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_298_Sal/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_298_Sal/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_298_Sal/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_298_Sal/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_298_Sal/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/SG19_298_Sal/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_2_S22/results_tab.tsv
FIB	100.0	100.0	373	373	0	FIB_17	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_2_S22/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_2_S22/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_2_S22/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_2_S22/results_tab.tsv
FIIS	100.0	100.0	215	215	0	FIIS_1	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_2_S22/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_117_2_S22/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_96_1_S14/results_tab.tsv
FIB						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_96_1_S14/results_tab.tsv
FIC						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_96_1_S14/results_tab.tsv
FII						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_96_1_S14/results_tab.tsv
FIIK						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_96_1_S14/results_tab.tsv
FIIS						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_96_1_S14/results_tab.tsv
FIIY						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/Seagull_18_96_1_S14/results_tab.tsv
FIA						No hit found	/projects/AusGEM/Users/Max/Manuscripts/UoW_Salmonella_all/output/Salmonella_only/pMLST/ISLHD_2017_5_S77/results_tab.tsv
