snp-dists 0.6.3,ISLHD_2017_10_S81,ISLHD_2017_11_S82,ISLHD_2017_12_S83,ISLHD_2017_13_S84,ISLHD_2017_14_S85,ISLHD_2017_15_S86,ISLHD_2017_16_S87,ISLHD_2017_17_S88,ISLHD_2017_18_S89,ISLHD_2017_1_S76,ISLHD_2017_2_S116,ISLHD_2017_3_S117,ISLHD_2017_4_S118,ISLHD_2017_5_S77,ISLHD_2017_6_S119,ISLHD_2017_7_S78,ISLHD_2017_8_S79,ISLHD_2017_9_S80,ISLHD_2018_10_S99,ISLHD_2018_11_S100,ISLHD_2018_12_S101,ISLHD_2018_13_S102,ISLHD_2018_14_S103,ISLHD_2018_15_S104,ISLHD_2018_16_S105,ISLHD_2018_17_S106,ISLHD_2018_1_S90,ISLHD_2018_2_S91,ISLHD_2018_3_S92,ISLHD_2018_4_S93,ISLHD_2018_5_S94,ISLHD_2018_6_S95,ISLHD_2018_7_S96,ISLHD_2018_8_S97,ISLHD_2018_9_S98,ISLHD_2019_01,ISLHD_2019_02,ISLHD_2019_03,ISLHD_2019_04,ISLHD_2019_05,ISLHD_2019_06,ISLHD_2019_07,ISLHD_2019_08,ISLHD_2019_09,ISLHD_2019_10,ISLHD_2019_11,ISLHD_2019_12,ISLHD_2019_13,ISLHD_2019_14,ISLHD_2019_15,ISLHD_2019_16,ISLHD_2019_17,ISLHD_2019_18,ISLHD_2019_19,ISLHD_2019_20,ISLHD_2019_21,ISLHD_2019_22,ISLHD_2019_23,ISLHD_2019_24,ISLHD_2019_25,ISLHD_2019_26,ISLHD_2019_27,ISLHD_2019_28,ISLHD_2019_29,ISLHD_2019_30,MD_6_A10,MD_6_A11,MD_6_A12,MD_6_A8,MD_6_A9,MD_6_B10,MD_6_B11,MD_6_B12,MD_6_B8,MD_6_B9,MD_6_C10,MD_6_C11,MD_6_C12,MD_6_C8,MD_6_C9,MD_6_D10,MD_6_D11,MD_6_D12,MD_6_D8,MD_6_D9,MD_6_E10,MD_6_E11,MD_6_E12,MD_6_E8,MD_6_E9,MD_6_F10,MD_6_F11,MD_6_F12,MD_6_F8,MD_6_F9,MD_6_G10,MD_6_G11,MD_6_G8,MD_6_G9,MD_6_H10,MD_6_H11,MD_6_H7,MD_6_H8,MD_6_H9,MD_7_A1,MD_7_A2,MD_7_A3,MD_7_B1,MD_7_B2,MD_7_C1,MD_7_C2,MD_7_D1,MD_7_D2,MD_7_E1,MD_7_E2,MD_7_F1,MD_7_F2,MD_7_G1,MD_7_G2,MD_7_H1,MD_7_H2,SG19_084_Sal,SG19_116_05_E_coli,SG19_116_Sal,SG19_171_Sal,SG19_182_Sal,SG19_233_Sal,SG19_238_Sal,SG19_269_Sal,SG19_284_Sal,SG19_288_Sal,SG19_292_Sal,SG19_298_Sal,SG19_327_Sal,SG19_334_Sal,SG19_380_Sal,SG19_397_Sal,SG19_400_Sal,SIML_2017_01,SIML_2017_02,SIML_2017_03,SIML_2017_04,SIML_2017_05,SIML_2017_06,SIML_2017_07,SIML_2017_08,SIML_2017_09,SIML_2017_10,SIML_2017_13,SIML_2017_14,SIML_2017_15,SIML_2017_16,SIML_2017_18,SIML_2017_19,SIML_2017_21,SIML_2017_22,SIML_2017_23,SIML_2017_24,SIML_2019_02,SIML_2019_04,SIML_2019_05,SIML_2019_06,SIML_2019_07,SIML_2019_08,SIML_2019_09,SIML_2019_10,SIML_2019_11,SIML_2019_12,SIML_2019_13,SIML_2019_14,SIML_2019_15,Seagull_18_100_1_S16,Seagull_18_100_2_S17,Seagull_18_117_1_S21,Seagull_18_117_2_S22,Seagull_18_117_3_S23,Seagull_18_124_1_S26,Seagull_18_132_1_S29,Seagull_18_132_2_S30,Seagull_18_163_1_S37,Seagull_18_163_2_S38,Seagull_18_165_S107,Seagull_18_172_S40,Seagull_18_190_1_S42,Seagull_18_190_2_S43,Seagull_18_206_S47,Seagull_18_220_S109,Seagull_18_240_1_S58,Seagull_18_240_2_S59,Seagull_18_255_S68,Seagull_18_90_1_S9,Seagull_18_90_2_S10,Seagull_18_96_1_S14,Seagull_18_96_2_S15,W_1_B11,W_1_C11,W_1_D11,W_1_E11,W_1_F11,W_1_G11,W_1_H11
MD_6_B11,33397,383,28556,28558,27878,28155,381,28542,376,27066,27944,400,40096,28552,29984,27557,40010,4,372,354,33194,33397,28556,424,58,33186,292,27526,384,28152,26518,27863,354,15051,31,29989,285,28557,29930,29971,56,39942,15060,33314,26804,33197,33296,33314,56,65,33186,33306,28557,40016,27947,379,40028,28538,27933,27929,23371,28401,401,27509,28404,40043,2,27726,1,0,53,0,2,52,0,54,294,51,15059,40054,54,1,33282,52,40044,35339,53,28400,15036,27732,52,35206,28397,26880,33182,0,39728,0,1,32963,2,15055,35351,27944,1,2,33291,33343,52,53,1,28401,52,0,35349,4,33281,33293,29982,15044,28404,28399,28963,28945,156,27638,28961,34,39842,29925,28410,33298,33259,33386,28965,374,33303,374,25759,29974,294,15063,408,63,28110,39941,27556,27556,33292,33955,28142,28113,4,30,39773,296,353,32823,27992,28155,373,26678,40314,415,28156,28157,8749,28184,401,28404,28558,414,414,508,508,509,40056,30457,30453,510,509,509,509,508,508,508,509,509,510,509,423,424,28367,28367,30370,26949,33326,26947,33320,26890,33185
MD_6_B12,33406,385,28560,28561,27882,28162,384,28546,379,27069,27948,403,40104,28556,29994,27559,40018,6,375,357,33198,33404,28559,426,60,33189,295,27528,386,28158,26521,27874,357,15056,33,29999,288,28561,29939,29977,58,39960,15064,33318,26809,33202,33303,33321,58,67,33190,33313,28561,40031,27951,383,40038,28543,27942,27938,23376,28409,403,27512,28416,40051,4,27734,3,2,55,2,0,54,2,56,297,53,15063,40075,56,3,33289,54,40064,35347,55,28410,15040,27741,54,35213,28408,26886,33183,2,39740,2,3,32966,4,15059,35359,27947,3,4,33299,33350,54,55,3,28409,54,2,35357,6,33291,33303,29991,15048,28415,28407,28969,28952,159,27645,28971,36,39851,29935,28418,33305,33263,33394,28971,376,33308,377,25768,29983,296,15067,410,65,28116,39959,27558,27560,33300,33964,28148,28121,6,32,39788,299,356,32830,27994,28161,376,26682,40325,417,28163,28163,8752,28190,404,28414,28560,416,416,510,510,511,40068,30464,30459,512,511,513,513,510,512,512,513,513,514,513,427,428,28373,28373,30375,26954,33334,26952,33324,26895,33188
MD_6_B8,33394,388,28561,28559,27882,28146,387,28547,382,27061,27953,406,40107,28553,29984,27560,40029,56,378,360,33199,33393,28554,428,64,33189,299,27530,389,28145,26507,27871,360,15054,57,29989,292,28561,29932,29971,62,39980,15063,33316,26804,33200,33294,33315,62,71,33190,33308,28558,40031,27955,386,40047,28552,27926,27922,23368,28399,406,27513,28400,40052,54,27719,53,52,1,52,54,0,52,2,301,1,15060,40083,2,53,33271,0,40073,35342,1,28399,15040,27724,0,35209,28394,26874,33183,52,39738,52,53,32966,54,15058,35354,27950,53,54,33283,33337,0,1,53,28399,0,52,35352,56,33273,33287,29981,15045,28401,28397,28959,28944,163,27650,28962,86,39860,29925,28409,33294,33260,33382,28964,379,33299,380,25760,29973,300,15067,413,69,28100,39978,27559,27560,33292,33960,28133,28108,56,58,39785,303,359,32824,27992,28143,379,26680,40329,420,28147,28150,8754,28176,407,28403,28560,419,419,514,515,516,40075,30467,30464,517,516,518,517,515,517,517,517,517,519,517,432,433,28369,28367,30383,26944,33329,26942,33321,26882,33189
MD_6_B9,33407,383,28564,28562,27885,28163,382,28550,377,27071,27952,401,40106,28557,29988,27561,40020,4,373,355,33205,33407,28560,424,58,33194,293,27531,384,28158,26522,27876,355,15056,31,29993,286,28565,29935,29974,56,39960,15065,33318,26811,33203,33297,33319,56,65,33195,33310,28562,40023,27956,381,40037,28545,27941,27938,23376,28408,401,27514,28411,40053,2,27733,1,0,53,0,2,52,0,54,295,51,15062,40075,54,1,33287,52,40065,35358,53,28409,15042,27739,52,35215,28403,26887,33188,0,39735,0,1,32972,2,15059,35360,27948,1,2,33299,33350,52,53,1,28408,52,0,35359,4,33289,33303,29984,15047,28411,28408,28966,28950,157,27648,28969,34,39856,29929,28419,33304,33263,33394,28971,374,33309,375,25769,29976,294,15068,408,63,28114,39958,27560,27561,33294,33967,28147,28120,4,30,39783,297,354,32825,27998,28160,374,26689,40323,415,28161,28164,8750,28189,402,28413,28563,414,414,508,508,509,40065,30468,30464,510,509,511,511,508,510,510,511,511,512,511,425,426,28374,28372,30379,26952,33331,26950,33324,26895,33191
MD_6_C10,33386,390,28555,28555,27871,28141,388,28541,383,27055,27946,407,40095,28549,29984,27551,40016,58,379,361,33190,33386,28551,430,66,33181,300,27519,391,28140,26504,27852,361,15052,59,29989,293,28556,29929,29968,64,39962,15063,33310,26795,33188,33288,33310,64,73,33181,33298,28554,40029,27950,386,40033,28543,27921,27918,23361,28391,408,27502,28392,40039,56,27712,55,54,3,54,56,2,54,0,302,3,15059,40064,0,55,33266,2,40051,35336,1,28387,15039,27717,2,35202,28385,26860,33176,54,39740,54,55,32958,56,15057,35347,27942,55,56,33275,33331,2,3,55,28391,2,54,35343,58,33265,33274,29980,15044,28393,28387,28959,28943,164,27640,28959,88,39841,29926,28401,33286,33255,33375,28961,381,33294,381,25753,29972,302,15065,415,71,28098,39960,27550,27546,33283,33953,28129,28102,58,60,39781,304,360,32820,27984,28139,380,26676,40316,422,28144,28145,8754,28172,408,28395,28556,421,421,516,517,518,40060,30456,30451,519,518,518,517,517,517,517,517,517,519,517,432,433,28362,28363,30377,26943,33320,26941,33315,26876,33180
MD_6_C11,33415,396,28582,28583,27897,28185,395,28565,392,27098,27966,416,40123,28575,30008,27586,40039,298,387,370,33220,33414,28580,440,295,33213,98,27555,397,28187,26543,27889,370,15068,299,30012,97,28582,29954,29994,289,39985,15075,33335,26831,33223,33319,33333,288,301,33212,33330,28582,40047,27965,395,40057,28550,27960,27956,23397,28425,417,27540,28432,40073,296,27758,295,294,301,294,297,301,295,302,0,299,15076,40092,302,295,33310,300,40082,35365,301,28427,15052,27765,300,35236,28425,26906,33206,294,39759,295,295,32982,297,15072,35384,27965,295,296,33319,33360,300,302,295,28423,300,294,35377,299,33312,33323,30011,15058,28430,28419,28988,28969,310,27674,28981,326,39875,29950,28431,33314,33277,33404,28990,389,33319,389,25796,30003,100,15079,423,296,28143,39984,27585,27584,33317,33987,28176,28150,299,300,39806,102,370,32841,28013,28190,388,26696,40345,431,28191,28191,8766,28219,418,28425,28583,430,430,553,553,554,40084,30487,30488,555,554,555,555,553,554,554,555,555,556,555,469,470,28403,28403,30400,26972,33349,26968,33339,26916,33212
MD_6_C12,33383,387,28554,28554,27871,28139,385,28540,380,27053,27944,404,40094,28549,29984,27550,40013,55,376,358,33188,33383,28550,427,63,33179,297,27518,388,28138,26502,27851,358,15051,56,29989,290,28555,29929,29968,61,39959,15061,33307,26793,33186,33285,33307,61,70,33179,33295,28554,40028,27949,383,40031,28543,27920,27917,23360,28388,405,27500,28389,40039,53,27712,52,51,2,51,53,1,51,3,299,0,15058,40060,3,52,33262,1,40046,35335,2,28384,15037,27717,1,35201,28382,26859,33174,51,39739,51,52,32956,53,15056,35346,27942,52,53,33271,33328,1,2,52,28388,1,51,35342,55,33261,33270,29980,15043,28390,28385,28958,28942,161,27638,28958,85,39841,29926,28398,33284,33252,33372,28960,378,33292,378,25752,29972,299,15064,412,68,28096,39958,27548,27544,33280,33953,28127,28100,55,57,39780,301,357,32819,27983,28136,377,26675,40316,419,28142,28143,8751,28170,405,28392,28556,418,418,513,514,515,40058,30457,30452,516,515,515,514,514,514,514,514,514,516,514,429,430,28360,28361,30377,26942,33317,26940,33312,26875,33178
MD_6_C8,33756,15003,28618,28618,27804,27653,15005,28599,15000,26527,27862,14968,39815,28608,29881,27760,39717,15061,14992,14975,33235,33754,28622,15038,15063,33229,15056,27724,15002,27657,25843,27888,14973,31,15048,29887,14812,28609,29857,29862,15055,39906,47,33265,26163,33239,33262,33270,15055,15067,33228,33264,28618,39684,27863,15007,39716,28593,27925,27921,23237,28745,14983,27714,28762,39948,15060,27718,15057,15059,15058,15059,15063,15060,15062,15059,15076,15058,0,39750,15062,15059,33213,15060,39737,35375,15059,28752,45,27725,15059,35247,28749,26638,33225,15057,39606,15057,15058,33136,15063,0,35391,27861,15060,15059,33224,33672,15057,15064,15060,28742,15060,15041,35389,15064,33216,33226,29885,48,28755,28743,28772,28750,15072,27433,28766,14848,39687,29852,28755,33245,33190,33742,28771,14998,33248,14997,25347,29877,15064,67,14990,15061,27608,39905,27759,27759,33259,34017,27652,27617,15065,15064,39436,15067,14977,32793,27898,27660,14994,26658,40102,14994,27662,27663,14721,27682,14982,28748,28619,14994,14994,15311,15308,15309,39757,30557,30555,15312,15311,15310,15313,15309,15311,15310,15313,15308,15306,15313,15222,15223,28014,28010,30096,26956,33281,26954,33274,26631,33227
MD_6_C9,36689,40027,39827,39832,39788,39910,40034,39819,40046,39393,39858,40004,22956,39829,38938,40067,157,40055,40030,40013,37776,36691,39836,40049,40084,37762,40073,40012,40026,39894,39798,40189,39978,39748,40072,38945,39455,39823,38958,38913,40072,24271,39751,38237,39849,37775,38244,38257,40064,40078,37767,38245,39826,14629,39863,40044,174,39789,39847,39844,33971,38959,40009,40028,38960,24144,40052,40432,40045,40056,40061,40054,40075,40083,40075,40064,40092,40060,39750,0,40074,40051,37642,40072,0,41956,40074,38959,39748,40433,40066,41814,38954,39982,37766,40054,23851,40057,40050,37621,40071,39754,41967,39859,40051,40054,37644,36624,40064,40079,40054,38956,40066,40011,41965,40073,37641,37650,38936,39766,38964,38964,40548,40534,40077,40045,40545,39455,23786,38949,38967,37359,38210,36680,40546,40022,37360,40034,36724,38929,40060,39767,39973,40082,39815,24275,40070,40063,38239,36672,39877,39869,40066,40079,22518,40074,40002,37977,39893,39901,40031,39777,24751,40021,39905,39892,40173,39909,40005,38957,39819,40017,40009,40289,40285,40286,6256,39974,40002,40289,40288,40300,40301,40288,40300,40295,40301,40298,40292,40299,40206,40207,39523,39521,40391,39943,38250,39939,38260,40006,37761
MD_6_D10,33393,390,28557,28559,27879,28136,389,28542,383,27060,27948,407,40110,28553,29985,27559,40031,58,379,361,33194,33393,28554,430,66,33185,300,27529,391,28140,26505,27864,361,15054,59,29990,293,28558,29931,29971,64,39970,15063,33314,26802,33197,33299,33313,64,73,33186,33309,28558,40036,27953,387,40049,28551,27933,27929,23368,28397,408,27513,28401,40058,56,27719,55,54,3,54,56,2,54,0,302,3,15062,40074,0,55,33277,2,40064,35346,1,28396,15039,27726,2,35215,28394,26875,33180,54,39741,54,55,32963,56,15058,35360,27950,55,56,33286,33339,2,3,55,28396,2,54,35357,58,33279,33290,29985,15047,28403,28395,28966,28944,164,27641,28960,88,39862,29926,28405,33296,33259,33382,28965,381,33301,381,25752,29977,302,15066,415,71,28098,39969,27558,27559,33297,33960,28131,28102,58,60,39789,304,362,32826,27987,28140,380,26678,40333,422,28143,28143,8756,28174,409,28399,28559,421,421,516,516,517,40079,30466,30462,518,517,517,517,516,516,516,517,517,518,517,431,432,28366,28366,30376,26944,33328,26943,33319,26881,33184
MD_6_D11,33398,384,28563,28563,27882,28158,382,28547,377,27071,27945,401,40091,28555,29980,27558,40007,5,373,355,33197,33397,28560,425,59,33188,293,27528,385,28157,26521,27870,355,15052,32,29985,286,28564,29928,29967,57,39950,15059,33313,26808,33199,33293,33311,57,66,33188,33307,28562,40011,27952,380,40025,28545,27940,27936,23375,28404,402,27510,28410,40043,3,27729,0,1,54,1,3,53,1,55,295,52,15059,40051,55,0,33282,53,40041,35343,54,28407,15038,27737,53,35209,28403,26885,33183,1,39726,1,2,32962,3,15056,35357,27946,2,3,33296,33341,53,54,2,28404,53,1,35353,5,33284,33298,29981,15042,28409,28402,28965,28946,157,27643,28962,35,39844,29921,28413,33297,33256,33386,28966,375,33302,375,25765,29973,295,15065,409,64,28113,39948,27557,27557,33291,33956,28146,28117,5,31,39771,297,355,32817,27992,28159,374,26681,40309,416,28160,28163,8750,28188,402,28407,28564,415,415,509,510,511,40054,30455,30458,512,511,511,510,510,510,510,510,510,512,510,425,426,28373,28371,30374,26948,33327,26946,33317,26890,33188
MD_6_D12,29849,33241,32616,32627,33444,32930,33243,32599,33235,33391,33530,33173,37719,32614,31577,33380,37601,33275,33222,33206,29798,29852,32629,33260,33291,29792,33284,33334,33235,32926,33126,33225,33167,33210,33282,31589,32714,32611,31599,31534,33283,37485,33220,28844,33066,29797,28818,28850,33288,33299,29792,28826,32620,37556,33527,33237,37620,32609,33209,33197,28405,32305,33220,33333,32314,37522,33281,33412,33277,33282,33270,33282,33289,33271,33287,33266,33310,33262,33213,37642,33277,33282,0,33274,37628,36825,33270,32307,33205,33413,33268,36686,32308,33142,29793,33278,37336,33272,33275,29378,33290,33215,36839,33526,33279,33276,1,29797,33265,33267,33281,32302,33268,33240,36836,33287,5,4,31585,33218,32318,32301,34065,34045,33287,33225,34054,32829,37294,31591,32312,28526,28817,29837,34061,33230,28535,33227,30424,31577,33299,33219,33214,33286,32871,37485,33387,33382,28813,29170,32923,32885,33285,33294,37800,33303,33208,28352,33572,32934,33225,33139,37789,33229,32932,32928,33487,32957,33212,32306,32623,33231,33232,33530,33523,33523,37606,33950,33960,33530,33526,33524,33532,33524,33528,33525,33533,33519,33513,33530,33422,33423,32886,32883,33958,33338,28846,33334,28838,33156,29787
MD_6_D8,33394,388,28560,28560,27880,28146,386,28546,381,27063,27951,405,40105,28554,29983,27557,40028,56,377,359,33199,33394,28556,428,64,33189,298,27527,389,28145,26509,27866,359,15052,57,29988,291,28562,29931,29970,62,39969,15062,33314,26805,33200,33294,33313,62,71,33189,33305,28559,40033,27955,385,40046,28553,27925,27921,23370,28400,406,27509,28402,40052,54,27718,53,52,1,52,54,0,52,2,300,1,15060,40072,2,53,33274,0,40061,35342,1,28400,15039,27724,0,35207,28394,26874,33184,52,39738,52,53,32966,54,15057,35353,27950,53,54,33287,33338,0,1,53,28400,0,52,35353,56,33273,33289,29979,15045,28402,28400,28957,28940,162,27645,28960,86,39859,29924,28411,33294,33259,33382,28961,379,33299,379,25758,29971,300,15066,413,69,28101,39968,27556,27556,33289,33957,28133,28106,56,58,39786,302,358,32823,27991,28145,378,26680,40330,420,28147,28150,8753,28176,406,28405,28560,419,419,514,515,516,40072,30466,30462,517,516,516,515,515,515,515,515,515,517,515,430,431,28368,28366,30384,26944,33326,26942,33319,26881,33189
MD_6_D9,36672,40016,39808,39813,39746,39890,40025,39798,40032,39376,39813,39993,22945,39809,38912,40024,157,40045,40019,40002,37759,36673,39818,40037,40074,37743,40064,39970,40014,39875,39775,40176,39967,39733,40065,38919,39445,39803,38932,38893,40062,24257,39736,38226,39838,37758,38238,38242,40055,40071,37747,38237,39807,14627,39820,40034,174,39770,39835,39832,33958,38911,39998,39986,38921,24126,40045,40415,40035,40046,40048,40044,40064,40073,40065,40051,40082,40046,39737,0,40064,40041,37628,40061,0,41935,40064,38919,39733,40418,40056,41797,38915,39964,37749,40045,23836,40043,40042,37606,40062,39739,41950,39817,40045,40044,37630,36606,40054,40068,40048,38911,40056,40000,41947,40063,37629,37636,38914,39753,38923,38916,40534,40513,40066,40027,40528,39445,23772,38923,38921,37339,38199,36662,40530,40011,37343,40022,36704,38906,40052,39752,39961,40073,39794,24261,40027,40021,38234,36656,39861,39851,40058,40070,22512,40067,39995,37961,39848,39882,40020,39759,24734,40009,39882,39872,40160,39893,39995,38912,39797,40007,39999,40282,40275,40276,6261,39953,39985,40282,40281,40289,40294,40277,40291,40285,40294,40289,40284,40289,40195,40196,39506,39504,40344,39926,38239,39922,38248,39990,37744
MD_6_E10,37150,35302,35313,35314,36009,35613,35303,35302,35302,35541,36067,35267,42197,35306,35345,35367,41937,35339,35294,35273,36759,37156,35308,35317,35349,36752,35344,35317,35298,35610,35048,35264,35259,35372,35344,35363,34746,35307,35318,35341,35334,41883,35384,37182,34917,36745,37169,37194,35335,35355,36753,37176,35306,41907,36071,35304,41939,35271,34986,34970,30169,35802,35287,35319,35813,42155,35338,35282,35336,35341,35335,35339,35347,35342,35358,35336,35365,35335,35375,41956,35346,35343,36825,35342,41935,0,35340,35804,35366,35292,35339,1,35804,34971,36750,35340,41785,35337,35337,36491,35350,35375,1,36066,35337,35337,36825,37076,35333,35339,35340,35804,35336,35316,1,35347,36826,36825,35354,35386,35811,35805,35128,35110,35354,35200,35131,34843,41914,35304,35816,36978,37099,37141,35128,35294,36982,35299,32727,35340,35344,35384,35283,35350,35545,41888,35378,35363,37166,37396,35594,35575,35344,35353,41816,35349,35271,36915,36095,35614,35297,35239,42303,35298,35617,35610,35683,35619,35280,35804,35316,35295,35295,35595,35590,35591,42038,34698,34705,35596,35594,35595,35599,35596,35596,35590,35598,35595,35593,35595,35501,35502,35319,35315,34537,35322,37188,35321,37185,34974,36741
MD_6_E11,33389,389,28557,28556,27873,28140,387,28543,382,27054,27944,406,40111,28550,29985,27555,40029,57,378,360,33190,33388,28551,429,65,33180,299,27525,390,28141,26499,27860,360,15051,58,29990,292,28558,29933,29971,63,39965,15061,33313,26797,33190,33293,33312,63,72,33180,33305,28555,40038,27949,385,40047,28544,27923,27919,23361,28392,407,27507,28395,40056,55,27710,54,53,2,53,55,1,53,1,301,2,15059,40074,1,54,33270,1,40064,35340,0,28393,15038,27716,1,35207,28388,26868,33174,53,39743,53,54,32958,55,15056,35352,27942,54,55,33280,33332,1,2,54,28392,1,53,35351,57,33269,33283,29982,15044,28395,28391,28959,28944,163,27641,28962,87,39857,29926,28402,33288,33257,33377,28964,380,33297,380,25756,29974,301,15065,414,70,28096,39963,27554,27550,33289,33959,28129,28102,57,59,39790,303,359,32822,27983,28140,379,26676,40334,421,28143,28146,8754,28173,407,28396,28557,420,420,515,516,517,40076,30466,30463,518,517,517,516,516,516,516,516,516,518,516,431,432,28360,28361,30374,26944,33325,26942,33318,26875,33180
MD_6_E12,33286,28352,30111,30106,30165,29616,28358,30091,28346,29260,30219,28312,39321,30110,28789,29699,38916,28404,28338,28320,32232,33281,30110,28376,28410,32226,28407,29669,28349,29615,28563,29961,28298,28745,28411,28798,27978,30098,28840,28779,28402,39297,28741,32734,28628,32231,32736,32731,28407,28419,32227,32738,30106,39114,30221,28359,38900,30093,28782,28769,25004,5,28332,29655,27,39203,28405,29486,28396,28405,28389,28400,28410,28399,28409,28387,28427,28384,28752,38959,28396,28407,32307,28400,38919,35804,28393,0,28734,29490,28399,35690,0,29395,32228,28407,39038,28391,28402,31952,28413,28748,35825,30219,28404,28405,32320,33206,28392,28389,28408,0,28395,28373,35824,28406,32311,32319,28791,28751,25,16,30139,30121,28405,29152,30134,27993,38906,28837,34,32754,32654,33273,30138,28347,32759,28342,27186,28785,28413,28753,28326,28409,29572,39298,29705,29701,32730,33139,29612,29576,28410,28412,39183,28421,28322,32383,30273,29615,28339,29033,39673,28341,29618,29622,28363,29657,28330,5,30106,28343,28340,28641,28634,28635,39050,31553,31557,28639,28639,28635,28642,28634,28639,28632,28642,28631,28632,28636,28537,28538,29083,29081,31151,28828,32750,28824,32735,29398,32226
MD_6_E8,33751,14983,28600,28599,27794,27643,14981,28581,14976,26499,27854,14947,39818,28589,29866,27748,39696,15040,14973,14953,33231,33751,28603,15027,15040,33223,15033,27710,14981,27642,25827,27872,14953,38,15025,29871,14791,28600,29844,29846,15032,39896,54,33259,26144,33232,33240,33263,15032,15044,33222,33253,28598,39688,27858,14983,39711,28570,27909,27906,23220,28731,14960,27699,28743,39947,15037,27692,15036,15036,15037,15036,15040,15040,15042,15039,15052,15037,45,39748,15039,15038,33205,15039,39733,35366,15038,28734,0,27697,15038,35235,28730,26619,33218,15036,39599,15037,15037,33122,15040,45,35378,27849,15037,15038,33217,33669,15035,15044,15037,28729,15038,15021,35376,15041,33207,33219,29867,3,28736,28729,28757,28741,15052,27420,28757,14826,39681,29838,28742,33235,33186,33737,28762,14976,33243,14978,25337,29859,15041,56,14967,15038,27593,39895,27746,27741,33237,34018,27635,27602,15042,15041,39445,15044,14953,32786,27892,27644,14975,26650,40089,14973,27647,27650,14706,27666,14961,28733,28600,14972,14972,15288,15287,15288,39753,30543,30542,15289,15288,15289,15290,15288,15288,15286,15290,15285,15285,15290,15203,15204,28000,27998,30083,26936,33271,26933,33269,26614,33222
MD_6_E9,34279,27692,29232,29236,28499,28541,27696,29222,27682,27965,28543,27657,40422,29239,29794,28620,40384,27733,27676,27656,33616,34276,29248,27712,27743,33610,27746,28589,27691,28552,27743,28777,27641,27717,27746,29799,27224,29234,29744,29774,27732,40123,27721,33460,27949,33618,33466,33464,27742,27755,33612,33477,29236,40373,28539,27697,40408,29220,28301,28292,24094,29487,27670,28576,29496,40284,27739,11,27730,27735,27720,27732,27741,27724,27739,27717,27765,27717,27725,40433,27726,27737,33413,27724,40418,35292,27716,29490,27697,0,27725,35161,29490,27918,33617,27736,39971,27727,27732,33312,27743,27722,35309,28539,27740,27733,33431,34191,27717,27717,27741,29488,27721,27707,35302,27738,33423,33429,29793,27711,29498,29484,25803,25785,27747,28313,25801,27350,39952,29739,29499,33887,33405,34268,25807,27684,33890,27680,26257,29791,27756,27730,27668,27743,28517,40128,28625,28620,33461,34358,28536,28518,27741,27745,40076,27761,27662,33366,28587,28551,27679,27995,40460,27676,28556,28557,27994,28586,27666,29491,29239,27679,27679,27976,27964,27965,40336,30781,30782,27976,27975,27966,27975,27966,27969,27967,27975,27965,27961,27971,27870,27871,28623,28623,30460,27655,33475,27652,33485,27939,33606
MD_6_F10,33388,388,28560,28560,27878,28140,386,28544,381,27063,27947,405,40098,28552,29976,27555,40022,56,377,359,33193,33387,28555,428,64,33184,298,27526,389,28143,26507,27865,359,15051,57,29981,291,28561,29924,29963,62,39970,15059,33310,26803,33194,33291,33307,62,71,33184,33305,28559,40024,27951,384,40040,28553,27929,27925,23369,28394,406,27508,28401,40048,54,27719,53,52,1,52,54,0,52,2,300,1,15059,40066,2,53,33268,0,40056,35339,1,28399,15038,27725,0,35207,28394,26874,33179,52,39730,52,53,32960,54,15056,35355,27948,53,54,33282,33331,0,1,53,28394,0,52,35351,56,33270,33284,29978,15042,28401,28393,28959,28940,162,27646,28956,86,39854,29917,28404,33286,33252,33376,28960,379,33291,379,25755,29970,300,15065,413,69,28099,39968,27554,27554,33289,33950,28132,28104,56,58,39777,302,359,32817,27986,28143,378,26677,40321,420,28145,28148,8753,28175,406,28398,28561,419,419,514,514,515,40068,30460,30463,516,515,515,515,514,514,514,515,515,516,515,429,430,28367,28365,30379,26938,33324,26936,33313,26879,33184
MD_6_F11,37023,35169,35177,35177,35859,35464,35174,35156,35172,35416,35917,35134,42047,35169,35187,35223,41797,35206,35160,35141,36608,37026,35170,35186,35216,36603,35212,35176,35164,35464,34928,35137,35126,35243,35213,35204,34613,35168,35156,35186,35202,41779,35253,37022,34802,36605,37027,37028,35207,35224,36603,37030,35171,41813,35916,35175,41805,35137,34864,34847,30041,35685,35156,35177,35699,41995,35208,35148,35203,35208,35202,35206,35213,35209,35215,35202,35236,35201,35247,41814,35215,35209,36686,35207,41797,1,35207,35690,35235,35161,35207,0,35691,34842,36602,35209,41623,35204,35206,36330,35217,35244,0,35920,35210,35205,36694,36950,35201,35204,35211,35687,35203,35183,0,35214,36689,36694,35198,35254,35698,35686,34993,34970,35223,35071,34984,34711,41760,35143,35697,36837,36951,37014,34988,35162,36839,35165,32571,35184,35214,35254,35144,35220,35401,41781,35240,35223,37023,37258,35452,35430,35212,35220,41668,35217,35143,36788,35946,35469,35162,35099,42164,35166,35471,35464,35563,35477,35148,35687,35176,35165,35165,35467,35456,35457,41910,34541,34545,35466,35464,35461,35467,35461,35463,35457,35466,35463,35460,35464,35366,35367,35201,35198,34433,35172,37042,35172,37037,34843,36602
