name	Database	SPI	Identity	Query / Template length	Contig	Position in contig	Organism	Insertion Site	Category Function	Note	Accession number
SRR10968170	SPI	CS54_island	95.44	25256 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
SRR10968170	SPI	SPI-14	100.0	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
SRR10968170	SPI	SPI-14	99.77	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
SRR10968170	SPI	SPI-3	99.59	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR10968170	SPI	SPI-6	99.64	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
SRR10968170	SPI	SPI-9	98.43	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR14143194	SPI	CS54_island	99.92	25254 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
SRR14143194	SPI	SPI-1	99.77	440 / 440		NA..NA	Salmonella-enterica-Gallinarum-SGB_1	Not_published	5		AY956822
SRR14143194	SPI	SPI-1	98.55	415 / 415		NA..NA	Salmonella-enterica-Gallinarum-SGB_8	Not_published	5		AY956825
SRR14143194	SPI	SPI-1	98.83	258 / 257		NA..NA	Salmonella-enterica-Typhimurium-J4STEHO	-	27		JN982040
SRR14143194	SPI	SPI-1	99.99	44279 / 44279		NA..NA	Salmonella-Typhimurium-LT2	fhlA-mutS	5	gi|16763390:3005842-3050120 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR14143194	SPI	SPI-1	96.75	3153 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
SRR14143194	SPI	SPI-13	99.26	402 / 404		NA..NA	Salmonella-enterica-Gallinarum-SGG_1	tRNA-pheV	11		AY956833
SRR14143194	SPI	SPI-14	100.0	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
SRR14143194	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
SRR14143194	SPI	SPI-2	99.99	40071 / 40071		NA..NA	Salmonella-Typhimurium-LT2	tRNA-valV	14	gi|16763390:1461740-1501810 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR14143194	SPI	SPI-3	100.0	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR14143194	SPI	SPI-3	99.98	16616 / 16616		NA..NA	Salmonella-Typhimurium-LT2	tRNA-selC	15	gi|16763390:3948576-3965191 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR14143194	SPI	SPI-4	100.0	24660 / 24660		NA..NA	Salmonella-enterica-Typhimurium-ST4/74	Not_published	17		AJ576316
SRR14143194	SPI	SPI-5	100.0	9069 / 9069		NA..NA	Salmonella-Typhimurium-LT2	tRNA-serT	18	gi|16763390:1175321-1184389 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR14143194	SPI	SPI-6	99.6	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
SRR14143194	SPI	SPI-9	98.35	15699 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR1968955	SPI	SPI-2	99.74	384 / 384		NA..NA	Salmonella-enterica-Paratyphi_A-Spa11	-	23		JN673269
SRR1968955	SPI	SPI-3	99.05	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR1968955	SPI	SPI-8	97.55	6887 / 6885		NA..NA	Salmonella-enterica-Typhi-CT18	tRNA-phe	21	gi|16758993:3132530-3139414 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR1968955	SPI	SPI-9	98.02	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
Seagull_18_90_1_S9	SPI	CS54_island	98.86	25254 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
Seagull_18_90_1_S9	SPI	SPI-1	95.32	459 / 470		NA..NA	Salmonella-enterica-Gallinarum-SGB_4	Not_published	5		AY956824
Seagull_18_90_1_S9	SPI	SPI-1	99.98	44279 / 44279		NA..NA	Salmonella-Typhimurium-LT2	fhlA-mutS	5	gi|16763390:3005842-3050120 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
Seagull_18_90_1_S9	SPI	SPI-1	96.75	3148 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
Seagull_18_90_1_S9	SPI	SPI-13	99.26	401 / 404		NA..NA	Salmonella-enterica-Gallinarum-SGG_1	tRNA-pheV	11		AY956833
Seagull_18_90_1_S9	SPI	SPI-14	100.0	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
Seagull_18_90_1_S9	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
Seagull_18_90_1_S9	SPI	SPI-2	99.93	40062 / 40071		NA..NA	Salmonella-Typhimurium-LT2	tRNA-valV	14	gi|16763390:1461740-1501810 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
Seagull_18_90_1_S9	SPI	SPI-3	100.0	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
Seagull_18_90_1_S9	SPI	SPI-3	99.84	16595 / 16616		NA..NA	Salmonella-Typhimurium-LT2	tRNA-selC	15	gi|16763390:3948576-3965191 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
Seagull_18_90_1_S9	SPI	SPI-5	100.0	9069 / 9069		NA..NA	Salmonella-Typhimurium-LT2	tRNA-serT	18	gi|16763390:1175321-1184389 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
Seagull_18_90_1_S9	SPI	SPI-6	99.57	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
Seagull_18_90_1_S9	SPI	SPI-9	98.35	15699 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR14347851	SPI	SPI-3	99.05	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR14347851	SPI	SPI-8	97.5	6887 / 6885		NA..NA	Salmonella-enterica-Typhi-CT18	tRNA-phe	21	gi|16758993:3132530-3139414 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR14347851	SPI	SPI-9	98.2	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
MD_6_B11	SPI	CS54_island	99.92	25254 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
MD_6_B11	SPI	SPI-1	98.37	2679 / 2705		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,U16303	AF148689
MD_6_B11	SPI	SPI-1	98.55	415 / 415		NA..NA	Salmonella-enterica-Gallinarum-SGB_8	Not_published	5		AY956825
MD_6_B11	SPI	SPI-1	99.22	259 / 257		NA..NA	Salmonella-enterica-Typhimurium-J4STEHO	-	27		JN982040
MD_6_B11	SPI	SPI-1	99.99	44279 / 44279		NA..NA	Salmonella-Typhimurium-LT2	fhlA-mutS	5	gi|16763390:3005842-3050120 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
MD_6_B11	SPI	SPI-1	99.35	1093 / 1085		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: AF148689,U16303	U16278
MD_6_B11	SPI	SPI-1	99.2	3135 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
MD_6_B11	SPI	SPI-13	100.0	404 / 404		NA..NA	Salmonella-enterica-Gallinarum-SGG_1	tRNA-pheV	11		AY956833
MD_6_B11	SPI	SPI-14	100.0	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
MD_6_B11	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
MD_6_B11	SPI	SPI-2	97.36	12120 / 12121		NA..NA	Salmonella-enterica-Typhimurium-LT2	tRNA-valV	14	N.B. This record is part of a PAI which includes several records: AJ224892,U51927,X99944,X99945,Y09357,Z95891	AJ224978
MD_6_B11	SPI	SPI-2	99.99	40071 / 40071		NA..NA	Salmonella-Typhimurium-LT2	tRNA-valV	14	gi|16763390:1461740-1501810 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
MD_6_B11	SPI	SPI-2	95.96	4579 / 4631		NA..NA	Salmonella-enterica-Typhimurium-LT2	tRNA-valV	14	N.B. This record is part of a PAI which includes several records: AJ224892,AJ224978,U51927,Z95891,X99944,Y09357	X99945
MD_6_B11	SPI	SPI-3	100.0	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
MD_6_B11	SPI	SPI-3	99.98	16615 / 16616		NA..NA	Salmonella-Typhimurium-LT2	tRNA-selC	15	gi|16763390:3948576-3965191 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
MD_6_B11	SPI	SPI-4	99.97	24654 / 24660		NA..NA	Salmonella-enterica-Typhimurium-ST4/74	Not_published	17		AJ576316
MD_6_B11	SPI	SPI-5	96.05	9685 / 9739		NA..NA	Salmonella-enterica-Dublin-2229	tRNA-serT	18		AF060858
MD_6_B11	SPI	SPI-5	100.0	9069 / 9069		NA..NA	Salmonella-Typhimurium-LT2	tRNA-serT	18	gi|16763390:1175321-1184389 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
MD_6_B11	SPI	SPI-6	99.6	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
MD_6_B11	SPI	SPI-9	98.36	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR3476810	SPI	CS54_island	99.89	25254 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
SRR3476810	SPI	SPI-1	99.92	44279 / 44279		NA..NA	Salmonella-Typhimurium-LT2	fhlA-mutS	5	gi|16763390:3005842-3050120 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR3476810	SPI	SPI-1	98.8	1092 / 1085		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: AF148689,U16303	U16278
SRR3476810	SPI	SPI-1	97.9	3151 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
SRR3476810	SPI	SPI-14	100.0	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
SRR3476810	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
SRR3476810	SPI	SPI-2	99.76	39983 / 40071		NA..NA	Salmonella-Typhimurium-LT2	tRNA-valV	14	gi|16763390:1461740-1501810 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR3476810	SPI	SPI-3	100.0	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR3476810	SPI	SPI-3	99.92	16604 / 16616		NA..NA	Salmonella-Typhimurium-LT2	tRNA-selC	15	gi|16763390:3948576-3965191 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR3476810	SPI	SPI-4	99.95	24648 / 24660		NA..NA	Salmonella-enterica-Typhimurium-ST4/74	Not_published	17		AJ576316
SRR3476810	SPI	SPI-5	99.9	9060 / 9069		NA..NA	Salmonella-Typhimurium-LT2	tRNA-serT	18	gi|16763390:1175321-1184389 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR3476810	SPI	SPI-6	99.46	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
SRR3476810	SPI	SPI-9	98.35	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SG19_269_Sal	SPI	SPI-1	97.95	440 / 440		NA..NA	Salmonella-enterica-Gallinarum-SGB_1	Not_published	5		AY956822
SG19_269_Sal	SPI	SPI-14	99.6	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
SG19_269_Sal	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
SG19_269_Sal	SPI	SPI-3	99.05	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SG19_269_Sal	SPI	SPI-6	99.29	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
SG19_269_Sal	SPI	SPI-9	98.11	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR7416357	SPI	SPI-2	99.74	384 / 384		NA..NA	Salmonella-enterica-Paratyphi_A-Spa11	-	23		JN673269
SRR7416357	SPI	SPI-3	99.05	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR7416357	SPI	SPI-8	97.28	6887 / 6885		NA..NA	Salmonella-enterica-Typhi-CT18	tRNA-phe	21	gi|16758993:3132530-3139414 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR7416357	SPI	SPI-9	98.2	15700 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
ISLHD_2017_4_S118	SPI	SPI-1	97.61	250 / 251		NA..NA	Salmonella-enterica-Typhimurium-OEHST5	-	27		JN982041
ISLHD_2017_4_S118	SPI	SPI-1	95.51	3146 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
ISLHD_2017_4_S118	SPI	SPI-13	100.0	404 / 404		NA..NA	Salmonella-enterica-Gallinarum-SGG_1	tRNA-pheV	11		AY956833
ISLHD_2017_4_S118	SPI	SPI-14	99.8	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
ISLHD_2017_4_S118	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
ISLHD_2017_4_S118	SPI	SPI-3	99.05	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
ISLHD_2017_4_S118	SPI	SPI-6	99.29	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
ISLHD_2017_4_S118	SPI	SPI-9	98.08	15700 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR4419684	SPI	CS54_island	99.92	25255 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
SRR4419684	SPI	SPI-1	99.48	2693 / 2705		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,U16303	AF148689
SRR4419684	SPI	SPI-1	100.0	440 / 440		NA..NA	Salmonella-enterica-Gallinarum-SGB_1	Not_published	5		AY956822
SRR4419684	SPI	SPI-1	99.53	430 / 430		NA..NA	Salmonella-enterica-Gallinarum-SGE_2	Not_published	5		AY956823
SRR4419684	SPI	SPI-1	98.3	470 / 470		NA..NA	Salmonella-enterica-Gallinarum-SGB_4	Not_published	5		AY956824
SRR4419684	SPI	SPI-1	99.99	44279 / 44279		NA..NA	Salmonella-Typhimurium-LT2	fhlA-mutS	5	gi|16763390:3005842-3050120 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR4419684	SPI	SPI-1	99.72	1093 / 1085		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: AF148689,U16303	U16278
SRR4419684	SPI	SPI-1	99.84	3155 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
SRR4419684	SPI	SPI-13	96.15	338 / 338		NA..NA	Salmonella-enterica-Gallinarum-SGD_3	tRNA-pheV	9		AY956832
SRR4419684	SPI	SPI-13	100.0	404 / 404		NA..NA	Salmonella-enterica-Gallinarum-SGG_1	tRNA-pheV	11		AY956833
SRR4419684	SPI	SPI-13	99.12	341 / 341		NA..NA	Salmonella-enterica-Gallinarum-SGA_10	tRNA-pheV	10		AY956834
SRR4419684	SPI	SPI-14	100.0	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
SRR4419684	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
SRR4419684	SPI	SPI-2	98.24	12125 / 12121		NA..NA	Salmonella-enterica-Typhimurium-LT2	tRNA-valV	14	N.B. This record is part of a PAI which includes several records: AJ224892,U51927,X99944,X99945,Y09357,Z95891	AJ224978
SRR4419684	SPI	SPI-2	96.61	384 / 384		NA..NA	Salmonella-enterica-Typhimurium-St11	-	23		JN673272
SRR4419684	SPI	SPI-2	99.94	40057 / 40071		NA..NA	Salmonella-Typhimurium-LT2	tRNA-valV	14	gi|16763390:1461740-1501810 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR4419684	SPI	SPI-2	96.16	4633 / 4631		NA..NA	Salmonella-enterica-Typhimurium-LT2	tRNA-valV	14	N.B. This record is part of a PAI which includes several records: AJ224892,AJ224978,U51927,Z95891,X99944,Y09357	X99945
SRR4419684	SPI	SPI-2	99.28	1252 / 1252		NA..NA	Salmonella-enterica-Typhimurium-	tRNA-valV	14	N.B. This record is part of a PAI which includes several records: AJ224892,AJ224978,U51927,X99944,X99945,Y09357	Z95891
SRR4419684	SPI	SPI-3	100.0	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR4419684	SPI	SPI-3	99.86	16596 / 16616		NA..NA	Salmonella-Typhimurium-LT2	tRNA-selC	15	gi|16763390:3948576-3965191 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR4419684	SPI	SPI-4	100.0	24660 / 24660		NA..NA	Salmonella-enterica-Typhimurium-ST4/74	Not_published	17		AJ576316
SRR4419684	SPI	SPI-5	100.0	9069 / 9069		NA..NA	Salmonella-Typhimurium-LT2	tRNA-serT	18	gi|16763390:1175321-1184389 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR4419684	SPI	SPI-6	99.6	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
SRR4419684	SPI	SPI-9	98.36	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
MD_6_E10	SPI	SPI-1	96.02	3153 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
MD_6_E10	SPI	SPI-2	98.17	539 / 547		NA..NA	Salmonella-enterica-Gallinarum-SGD_8	tRNA-valV	14		AY956830
MD_6_E10	SPI	SPI-3	99.32	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
MD_6_E10	SPI	SPI-9	98.32	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR1645496	SPI	CS54_island	99.92	25254 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
SRR1645496	SPI	SPI-1	99.88	44279 / 44279		NA..NA	Salmonella-Typhimurium-LT2	fhlA-mutS	5	gi|16763390:3005842-3050120 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR1645496	SPI	SPI-1	97.96	3095 / 3141		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: U16278,AF148689	U16303
SRR1645496	SPI	SPI-13	100.0	404 / 404		NA..NA	Salmonella-enterica-Gallinarum-SGG_1	tRNA-pheV	11		AY956833
SRR1645496	SPI	SPI-14	100.0	501 / 501		NA..NA	Salmonella-enterica-Gallinarum-SGA_8	Not_published	12		AY956835
SRR1645496	SPI	SPI-14	99.55	441 / 441		NA..NA	Salmonella-enterica-Gallinarum-SGC_8	Not_published	13		AY956836
SRR1645496	SPI	SPI-2	99.99	40071 / 40071		NA..NA	Salmonella-Typhimurium-LT2	tRNA-valV	14	gi|16763390:1461740-1501810 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR1645496	SPI	SPI-3	100.0	738 / 738		NA..NA	Salmonella-enterica-Typhimurium-14028s	tRNA_selC	15	N.B. This record is part of a PAI which includes several records: AF106566,Y13864	AJ000509
SRR1645496	SPI	SPI-3	99.61	16554 / 16616		NA..NA	Salmonella-Typhimurium-LT2	tRNA-selC	15	gi|16763390:3948576-3965191 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR1645496	SPI	SPI-4	99.97	24654 / 24660		NA..NA	Salmonella-enterica-Typhimurium-ST4/74	Not_published	17		AJ576316
SRR1645496	SPI	SPI-5	100.0	9069 / 9069		NA..NA	Salmonella-Typhimurium-LT2	tRNA-serT	18	gi|16763390:1175321-1184389 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR1645496	SPI	SPI-6	99.6	5780 / 5780		NA..NA	Salmonella-enterica-Enteritidis-	tRNA-pheV	24		AF376036
SRR1645496	SPI	SPI-9	98.31	15697 / 15696		NA..NA	Salmonella-Typhi-CT18	Not_published	22	gi|16758993:2743495-2759190 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003198
SRR3476794	SPI	CS54_island	99.89	25254 / 25252		NA..NA	Salmonella-enterica-Typhimurium-ATCC_14028	xseA-yfgK	29		AF140550
SRR3476794	SPI	SPI-1	99.99	44279 / 44279		NA..NA	Salmonella-Typhimurium-LT2	fhlA-mutS	5	gi|16763390:3005842-3050120 - go to http://www.paidb.re.kr/about_paidb.php for link to partial flatfile	NC_003197
SRR3476794	SPI	SPI-1	97.79	1091 / 1085		NA..NA	Salmonella-enterica-Typhimurium-SL1344	fhlA/mutS	5	N.B. This record is part of a PAI which includes several records: AF148689,U16303	U16278
