snp-dists 0.6.3,ISLHD_2017_10_S81,ISLHD_2017_11_S82,ISLHD_2017_12_S83,ISLHD_2017_13_S84,ISLHD_2017_14_S85,ISLHD_2017_15_S86,ISLHD_2017_16_S87,ISLHD_2017_17_S88,ISLHD_2017_18_S89,ISLHD_2017_2_S116,ISLHD_2017_3_S117,ISLHD_2017_4_S118,ISLHD_2017_5_S77,ISLHD_2017_6_S119,ISLHD_2017_7_S78,ISLHD_2017_8_S79,ISLHD_2017_9_S80,ISLHD_2018_10_S99,ISLHD_2018_11_S100,ISLHD_2018_12_S101,ISLHD_2018_13_S102,ISLHD_2018_14_S103,ISLHD_2018_15_S104,ISLHD_2018_16_S105,ISLHD_2018_17_S106,ISLHD_2018_1_S90,ISLHD_2018_2_S91,ISLHD_2018_3_S92,ISLHD_2018_4_S93,ISLHD_2018_5_S94,ISLHD_2018_6_S95,ISLHD_2018_7_S96,ISLHD_2018_8_S97,ISLHD_2018_9_S98,ISLHD_2019_01,ISLHD_2019_02,ISLHD_2019_03,ISLHD_2019_04,ISLHD_2019_05,ISLHD_2019_06,ISLHD_2019_07,ISLHD_2019_08,ISLHD_2019_09,ISLHD_2019_10,ISLHD_2019_11,ISLHD_2019_12,ISLHD_2019_13,ISLHD_2019_14,ISLHD_2019_15,ISLHD_2019_16,ISLHD_2019_17,ISLHD_2019_18,ISLHD_2019_19,ISLHD_2019_20,ISLHD_2019_21,ISLHD_2019_22,ISLHD_2019_23,ISLHD_2019_24,ISLHD_2019_25,ISLHD_2019_27,ISLHD_2019_28,ISLHD_2019_29,ISLHD_2019_30,SG19_084_Sal,SG19_116.05_E.coli,SG19_116_Sal,SG19_171_Sal,SG19_182_Sal,SG19_233_Sal,SG19_238_Sal,SG19_269_Sal,SG19_284_Sal,SG19_288_Sal,SG19_292_Sal,SG19_298_Sal,SG19_327_Sal,SG19_334_Sal,SG19_380_Sal,SG19_397_Sal,SG19_400_Sal,SIML_2017_01,SIML_2017_02,SIML_2017_03,SIML_2017_04,SIML_2017_05,SIML_2017_06,SIML_2017_07,SIML_2017_08,SIML_2017_09,SIML_2017_10,SIML_2017_11,SIML_2017_13,SIML_2017_14,SIML_2017_15,SIML_2017_16,SIML_2017_18,SIML_2017_19,SIML_2017_21,SIML_2017_22,SIML_2017_23,SIML_2017_24,SIML_2019_02,SIML_2019_03,SIML_2019_04,SIML_2019_05,SIML_2019_06,SIML_2019_07,SIML_2019_08,SIML_2019_09,SIML_2019_10,SIML_2019_11,SIML_2019_12,SIML_2019_13,SIML_2019_14,SIML_2019_15,Seagull_18_100_1_S16,Seagull_18_100_2_S17,Seagull_18_117_1_S21,Seagull_18_117_2_S22,Seagull_18_117_3_S23,Seagull_18_124_1_S26,Seagull_18_132_1_S29,Seagull_18_132_2_S30,Seagull_18_154_S34,Seagull_18_163_1_S37,Seagull_18_163_2_S38,Seagull_18_165_S107,Seagull_18_172_S40,Seagull_18_190_1_S42,Seagull_18_190_2_S43,Seagull_18_206_S47,Seagull_18_220_S109,Seagull_18_240_1_S58,Seagull_18_240_2_S59,Seagull_18_255_S68,Seagull_18_89_S8,Seagull_18_90_1_S9,Seagull_18_90_2_S10,Seagull_18_96_1_S14,Seagull_18_96_2_S15,W_1_B11,W_1_D11,W_1_F11,W_1_G11,W_1_H11
SIML_2019_10,26172,22250,22784,22780,22673,73,22249,22780,22248,22666,22265,31432,22783,23813,22467,31090,22299,22242,22232,25969,26176,22763,22281,22304,25968,22316,22436,22248,68,21982,22802,22231,21798,22304,23813,22317,22777,23746,23806,22295,31232,21812,25944,22547,25967,25937,25937,22295,22310,25967,25935,22780,30979,22665,22250,31107,22771,22542,22541,23536,22265,22426,23542,23535,23072,23072,22332,22938,23072,22319,30985,23752,23540,26033,25955,26167,23075,22245,26032,22245,244,23807,22318,21804,22268,22296,84,31234,22462,22462,25784,25935,26480,65,247,22301,22300,31293,22320,22231,25708,22677,98336,70,22244,22657,31147,22278,0,0,22352,168,22265,23536,22780,22275,22275,22520,22520,22520,31067,23885,23885,22637,22521,22521,22521,22521,22520,22520,22520,22520,22521,22521,22520,22636,22520,22520,22643,22643,24037,25943,25942,22153,25966
SIML_2019_11,26293,6992,22669,22665,21820,22348,6991,22665,6991,21815,7004,31478,22670,23973,21984,31196,7039,6983,6973,26001,26297,22646,7021,7044,26000,7054,21954,6993,22346,21524,22364,6972,11832,7044,23973,7055,22661,23928,23966,7035,31235,11846,26119,21017,25999,26114,26114,7035,7050,25999,26112,22665,31189,21814,6990,31212,22654,21913,21912,22447,7004,21941,22455,22446,22943,22943,7071,22086,22943,7059,31188,23934,22453,26279,26134,26288,22946,6984,26278,6984,22305,23967,7056,11841,7007,7038,22350,31237,21981,21981,26052,26112,26746,22343,22306,7041,7040,31273,7058,6972,25948,21823,98427,22348,6983,21365,31252,7017,22352,22352,0,22434,7004,22447,22665,7014,7014,7265,7265,7265,31214,23976,23976,22569,7266,7266,7266,7266,7265,7265,7265,7265,7266,7266,7265,22568,7265,7265,22575,22575,24111,26118,26117,21333,25998
SIML_2019_12,26248,22332,22866,22862,22755,167,22331,22862,22330,22748,22347,31509,22865,23895,22551,31166,22381,22324,22314,26044,26252,22845,22363,22386,26043,22398,22520,22330,161,22064,22884,22313,21880,22386,23895,22399,22859,23828,23888,22377,31309,21894,26022,22631,26042,26015,26015,22377,22392,26042,26013,22862,31057,22747,22332,31183,22853,22624,22623,23618,22347,22510,23624,23617,23154,23154,22414,23020,23154,22401,31062,23834,23622,26107,26033,26243,23157,22327,26106,22327,326,23889,22400,21886,22350,22378,165,31311,22546,22546,25860,26013,26551,158,329,22383,22382,31369,22402,22313,25788,22759,98394,163,22326,22739,31224,22360,168,168,22434,0,22347,23618,22862,22357,22357,22602,22602,22602,31141,23961,23961,22716,22603,22603,22603,22603,22602,22602,22602,22602,22603,22603,22602,22715,22602,22602,22722,22722,24119,26021,26020,22234,26041
SIML_2019_13,26018,302,22557,22553,21734,22261,301,22553,300,21729,34,31311,22556,23759,21692,31102,347,293,281,25748,26022,22534,338,352,25747,362,21660,303,22259,21072,22037,280,11970,352,23759,363,22559,23710,23752,343,31088,11984,25954,21004,25746,25937,25947,343,358,25746,25945,22553,31071,21728,300,31127,22544,21745,21744,22370,0,21647,22378,22369,22614,22614,379,21939,22614,367,31079,23716,22374,25897,25967,26013,22617,296,25896,296,22220,23753,364,11979,13,346,22263,31090,21689,21689,25828,25935,26395,22256,22221,349,348,31190,366,280,25569,21737,98362,22261,295,21159,31089,33,22265,22265,7004,22347,0,22370,22553,20,20,576,576,576,31094,23757,23757,22686,577,577,577,577,576,576,576,576,577,577,576,22685,576,576,22718,22718,23743,25953,25952,21325,25745
SIML_2019_14,26015,22359,23883,23879,23759,23534,22358,23879,22359,23754,22370,30812,23884,22809,23482,30476,22407,22352,22342,25227,26017,23860,22385,22412,25226,22419,23449,22359,23530,22440,23382,22339,22740,22412,22809,22420,23876,22833,22802,22403,30458,22752,25407,22678,25225,25400,25400,22403,22418,25225,25398,23879,30544,23753,22359,30488,23870,22935,22934,0,22370,23438,26,17,23648,23648,22441,23090,23648,22427,30438,22839,30,25503,25419,26008,23651,22355,25502,22355,23489,22803,22421,22749,22373,22406,23534,30460,23477,23477,25185,25398,25872,23527,23490,22409,22408,30659,22423,22341,25394,23762,98224,23532,22354,23140,30535,22381,23536,23536,22447,23618,22370,0,23879,22380,22380,22629,22629,22629,30457,24635,24635,23032,22630,22630,22630,22630,22629,22629,22629,22629,22630,22630,22629,23031,22629,22629,23051,23051,24589,25406,25405,23122,25224
SIML_2019_15,26215,22543,8,4,23075,22778,22542,4,22541,23070,22553,31440,9,23848,22827,30922,22592,22534,22525,25472,26219,75,22580,22597,25471,22602,22797,22541,22774,22541,22933,22522,22462,22597,23848,22603,26,23811,23841,22588,30940,22476,25688,22710,25470,25671,25681,22588,22603,25470,25679,4,30932,23069,22541,30945,181,22909,22908,23879,22553,22784,23887,23878,23039,23039,22624,23008,23039,22612,30837,23817,23885,26103,25702,26210,23042,22537,26102,22537,22730,23842,22604,22471,22556,22591,22778,30942,22822,22822,25568,25669,26511,22771,22731,22594,22593,31094,22606,22524,25736,23080,98320,22776,22536,23120,30759,22566,22780,22780,22665,22862,22553,23879,0,22563,22563,22816,22816,22816,30952,24101,24101,23264,22817,22817,22817,22817,22816,22816,22816,22816,22817,22817,22816,23263,22816,22816,23282,23282,24158,25687,25686,22559,25469
Seagull_18_100_1_S16,26028,312,22567,22563,21744,22271,311,22563,310,21739,44,31321,22566,23769,21702,31112,357,303,291,25758,26032,22544,348,362,25757,372,21670,313,22269,21082,22047,290,11980,362,23769,373,22569,23720,23762,353,31098,11994,25964,21014,25756,25947,25957,353,368,25756,25955,22563,31081,21738,310,31137,22554,21755,21754,22380,20,21657,22388,22379,22624,22624,389,21949,22624,377,31089,23726,22384,25907,25977,26023,22627,306,25906,306,22230,23763,374,11989,23,356,22273,31100,21699,21699,25838,25945,26405,22266,22231,359,358,31200,376,290,25579,21747,98372,22271,305,21169,31099,43,22275,22275,7014,22357,20,22380,22563,0,0,586,586,586,31104,23767,23767,22696,587,587,587,587,586,586,586,586,587,587,586,22695,586,586,22728,22728,23753,25963,25962,21335,25755
Seagull_18_100_2_S17,26028,312,22567,22563,21744,22271,311,22563,310,21739,44,31321,22566,23769,21702,31112,357,303,291,25758,26032,22544,348,362,25757,372,21670,313,22269,21082,22047,290,11980,362,23769,373,22569,23720,23762,353,31098,11994,25964,21014,25756,25947,25957,353,368,25756,25955,22563,31081,21738,310,31137,22554,21755,21754,22380,20,21657,22388,22379,22624,22624,389,21949,22624,377,31089,23726,22384,25907,25977,26023,22627,306,25906,306,22230,23763,374,11989,23,356,22273,31100,21699,21699,25838,25945,26405,22266,22231,359,358,31200,376,290,25579,21747,98372,22271,305,21169,31099,43,22275,22275,7014,22357,20,22380,22563,0,0,586,586,586,31104,23767,23767,22696,587,587,587,587,586,586,586,586,587,587,586,22695,586,586,22728,22728,23753,25963,25962,21335,25755
Seagull_18_117_1_S21,26269,532,22820,22816,21993,22516,531,22816,530,21988,576,31561,22819,24013,21951,31351,423,523,511,26006,26273,22797,568,428,26005,462,21919,533,22514,21329,22297,510,12232,428,24013,463,22822,23964,24006,419,31341,12246,26211,21257,26004,26194,26204,419,434,26004,26202,22816,31322,21987,530,31376,22807,22000,21999,22629,576,21906,22637,22628,22879,22879,455,22201,22879,443,31330,23970,22633,26155,26224,26264,22882,526,26154,526,22475,24007,464,12241,579,422,22518,31343,21948,21948,26087,26192,26657,22511,22476,425,424,31447,466,510,25825,21996,98643,22516,525,21423,31341,589,22520,22520,7265,22602,576,22629,22816,586,586,0,0,0,31341,24012,24012,22946,1,1,1,1,0,0,0,0,1,1,0,22945,0,0,22978,22978,24024,26210,26209,21587,26003
Seagull_18_117_2_S22,26269,532,22820,22816,21993,22516,531,22816,530,21988,576,31561,22819,24013,21951,31351,423,523,511,26006,26273,22797,568,428,26005,462,21919,533,22514,21329,22297,510,12232,428,24013,463,22822,23964,24006,419,31341,12246,26211,21257,26004,26194,26204,419,434,26004,26202,22816,31322,21987,530,31376,22807,22000,21999,22629,576,21906,22637,22628,22879,22879,455,22201,22879,443,31330,23970,22633,26155,26224,26264,22882,526,26154,526,22475,24007,464,12241,579,422,22518,31343,21948,21948,26087,26192,26657,22511,22476,425,424,31447,466,510,25825,21996,98643,22516,525,21423,31341,589,22520,22520,7265,22602,576,22629,22816,586,586,0,0,0,31341,24012,24012,22946,1,1,1,1,0,0,0,0,1,1,0,22945,0,0,22978,22978,24024,26210,26209,21587,26003
Seagull_18_117_3_S23,26269,532,22820,22816,21993,22516,531,22816,530,21988,576,31561,22819,24013,21951,31351,423,523,511,26006,26273,22797,568,428,26005,462,21919,533,22514,21329,22297,510,12232,428,24013,463,22822,23964,24006,419,31341,12246,26211,21257,26004,26194,26204,419,434,26004,26202,22816,31322,21987,530,31376,22807,22000,21999,22629,576,21906,22637,22628,22879,22879,455,22201,22879,443,31330,23970,22633,26155,26224,26264,22882,526,26154,526,22475,24007,464,12241,579,422,22518,31343,21948,21948,26087,26192,26657,22511,22476,425,424,31447,466,510,25825,21996,98643,22516,525,21423,31341,589,22520,22520,7265,22602,576,22629,22816,586,586,0,0,0,31341,24012,24012,22946,1,1,1,1,0,0,0,0,1,1,0,22945,0,0,22978,22978,24024,26210,26209,21587,26003
Seagull_18_124_1_S26,28398,31087,30956,30952,30828,31066,31086,30952,31084,30823,31094,17394,30955,30319,31026,5002,31131,31078,31066,29182,28400,30935,31113,31136,29181,31143,31005,31085,31061,30868,30974,31063,30861,31136,30319,31144,30948,30306,30312,31127,18859,30875,29403,30863,29180,29400,29398,31125,31142,29180,29398,30952,11059,30822,31083,5021,30939,30986,30985,30457,31094,30991,30463,30456,31255,31255,31162,31091,31255,31151,18508,30310,30462,29006,29418,28391,31258,31081,29005,31081,31023,30311,31143,30868,31097,31130,31064,18861,31023,31023,29077,29398,28413,31058,31026,31133,31132,17317,31145,31065,29570,30830,98202,31063,31080,30993,19075,31105,31067,31067,31214,31141,31094,30457,30952,31104,31104,31341,31341,31341,0,31170,31170,30875,31342,31342,31342,31342,31341,31341,31341,31341,31342,31342,31341,30874,31341,31341,30855,30855,31360,29402,29403,30898,29179
Seagull_18_132_1_S29,26673,23742,24105,24101,24137,23883,23743,24101,23746,24136,23757,31523,24106,24580,23975,31175,23791,23736,23726,26552,26675,24084,23773,23796,26551,23803,23945,23745,23879,23882,23895,23725,23730,23796,24580,23804,24098,24519,24573,23787,31211,23744,26425,23705,26550,26418,26418,23787,23802,26550,26416,24101,31130,24135,23744,31192,24090,23747,23746,24635,23757,23934,24643,24634,23830,23830,23821,24186,23830,23811,31172,24525,24641,26607,26439,26666,23833,23739,26606,23739,23836,24574,23805,23739,23760,23790,23883,31213,23972,23972,26713,26416,26961,23876,23837,23793,23792,31256,23807,23725,26362,24144,97877,23881,23738,24174,31166,23768,23885,23885,23976,23961,23757,24635,24101,23767,23767,24012,24012,24012,31170,0,0,24137,24013,24013,24013,24013,24012,24012,24012,24012,24013,24013,24012,24136,24012,24012,24190,24190,24635,26424,26423,24093,26549
Seagull_18_132_2_S30,26673,23742,24105,24101,24137,23883,23743,24101,23746,24136,23757,31523,24106,24580,23975,31175,23791,23736,23726,26552,26675,24084,23773,23796,26551,23803,23945,23745,23879,23882,23895,23725,23730,23796,24580,23804,24098,24519,24573,23787,31211,23744,26425,23705,26550,26418,26418,23787,23802,26550,26416,24101,31130,24135,23744,31192,24090,23747,23746,24635,23757,23934,24643,24634,23830,23830,23821,24186,23830,23811,31172,24525,24641,26607,26439,26666,23833,23739,26606,23739,23836,24574,23805,23739,23760,23790,23883,31213,23972,23972,26713,26416,26961,23876,23837,23793,23792,31256,23807,23725,26362,24144,97877,23881,23738,24174,31166,23768,23885,23885,23976,23961,23757,24635,24101,23767,23767,24012,24012,24012,31170,0,0,24137,24013,24013,24013,24013,24012,24012,24012,24012,24013,24013,24012,24136,24012,24012,24190,24190,24635,26424,26423,24093,26549
Seagull_18_154_S34,25951,22676,23268,23264,22997,22635,22675,23264,22671,22994,22686,31246,23267,23810,22913,30881,22723,22669,22654,25859,25953,23245,22705,22728,25858,22736,22884,22676,22631,22173,22699,22653,22322,22728,23810,22737,23260,23743,23803,22719,30911,22336,25846,21948,25857,25839,25839,22719,22734,25857,25837,23264,30806,22993,22676,30898,23250,22598,22597,23032,22686,22869,23038,23031,23333,23333,22752,22399,23333,22743,30718,23749,23038,25860,25860,25944,23336,22672,25859,22672,22591,23804,22738,22331,22689,22722,22635,30913,22908,22908,25654,25837,26310,22628,22592,22725,22724,31007,22740,22653,25854,23002,98192,22633,22671,22543,30867,22699,22637,22637,22569,22716,22686,23032,23264,22696,22696,22946,22946,22946,30875,24137,24137,0,22947,22947,22947,22947,22946,22946,22946,22946,22947,22947,22946,1,22946,22946,606,606,24060,25845,25844,21867,25856
Seagull_18_163_1_S37,26270,533,22821,22817,21994,22517,532,22817,531,21989,577,31562,22820,24014,21952,31352,424,524,512,26007,26274,22798,569,429,26006,463,21920,534,22515,21330,22298,511,12233,429,24014,464,22823,23965,24007,420,31342,12247,26212,21258,26005,26195,26205,420,435,26005,26203,22817,31323,21988,531,31377,22808,22001,22000,22630,577,21907,22638,22629,22880,22880,456,22202,22880,444,31331,23971,22634,26156,26225,26265,22883,527,26155,527,22476,24008,465,12242,580,423,22519,31344,21949,21949,26088,26193,26658,22512,22477,426,425,31448,467,511,25826,21997,98644,22517,526,21424,31342,590,22521,22521,7266,22603,577,22630,22817,587,587,1,1,1,31342,24013,24013,22947,0,0,2,2,1,1,1,1,2,2,1,22946,1,1,22979,22979,24025,26211,26210,21588,26004
Seagull_18_163_2_S38,26270,533,22821,22817,21994,22517,532,22817,531,21989,577,31562,22820,24014,21952,31352,424,524,512,26007,26274,22798,569,429,26006,463,21920,534,22515,21330,22298,511,12233,429,24014,464,22823,23965,24007,420,31342,12247,26212,21258,26005,26195,26205,420,435,26005,26203,22817,31323,21988,531,31377,22808,22001,22000,22630,577,21907,22638,22629,22880,22880,456,22202,22880,444,31331,23971,22634,26156,26225,26265,22883,527,26155,527,22476,24008,465,12242,580,423,22519,31344,21949,21949,26088,26193,26658,22512,22477,426,425,31448,467,511,25826,21997,98644,22517,526,21424,31342,590,22521,22521,7266,22603,577,22630,22817,587,587,1,1,1,31342,24013,24013,22947,0,0,2,2,1,1,1,1,2,2,1,22946,1,1,22979,22979,24025,26211,26210,21588,26004
Seagull_18_165_S107,26270,533,22821,22817,21994,22517,532,22817,531,21989,577,31562,22820,24014,21952,31352,424,524,512,26007,26274,22798,569,429,26006,463,21920,534,22515,21330,22298,511,12233,429,24014,464,22823,23965,24007,420,31342,12247,26212,21258,26005,26195,26205,420,435,26005,26203,22817,31323,21988,531,31377,22808,22001,22000,22630,577,21907,22638,22629,22880,22880,456,22202,22880,444,31331,23971,22634,26156,26225,26265,22883,527,26155,527,22476,24008,465,12242,580,423,22519,31344,21949,21949,26088,26193,26658,22512,22477,426,425,31448,467,511,25826,21997,98644,22517,526,21424,31342,590,22521,22521,7266,22603,577,22630,22817,587,587,1,1,1,31342,24013,24013,22947,2,2,0,2,1,1,1,1,2,2,1,22946,1,1,22979,22979,24025,26211,26210,21588,26004
Seagull_18_172_S40,26270,533,22821,22817,21994,22517,532,22817,531,21989,577,31562,22820,24014,21952,31352,424,524,512,26007,26274,22798,569,429,26006,463,21920,534,22515,21330,22298,511,12233,429,24014,464,22823,23965,24007,420,31342,12247,26212,21258,26005,26195,26205,420,435,26005,26203,22817,31323,21988,531,31377,22808,22001,22000,22630,577,21907,22638,22629,22880,22880,456,22202,22880,444,31331,23971,22634,26156,26225,26265,22883,527,26155,527,22476,24008,465,12242,580,423,22519,31344,21949,21949,26088,26193,26658,22512,22477,426,425,31448,467,511,25826,21997,98644,22517,526,21424,31342,590,22521,22521,7266,22603,577,22630,22817,587,587,1,1,1,31342,24013,24013,22947,2,2,2,0,1,1,1,1,2,2,1,22946,1,1,22979,22979,24025,26211,26210,21588,26004
Seagull_18_190_1_S42,26269,532,22820,22816,21993,22516,531,22816,530,21988,576,31561,22819,24013,21951,31351,423,523,511,26006,26273,22797,568,428,26005,462,21919,533,22514,21329,22297,510,12232,428,24013,463,22822,23964,24006,419,31341,12246,26211,21257,26004,26194,26204,419,434,26004,26202,22816,31322,21987,530,31376,22807,22000,21999,22629,576,21906,22637,22628,22879,22879,455,22201,22879,443,31330,23970,22633,26155,26224,26264,22882,526,26154,526,22475,24007,464,12241,579,422,22518,31343,21948,21948,26087,26192,26657,22511,22476,425,424,31447,466,510,25825,21996,98643,22516,525,21423,31341,589,22520,22520,7265,22602,576,22629,22816,586,586,0,0,0,31341,24012,24012,22946,1,1,1,1,0,0,0,0,1,1,0,22945,0,0,22978,22978,24024,26210,26209,21587,26003
Seagull_18_190_2_S43,26269,532,22820,22816,21993,22516,531,22816,530,21988,576,31561,22819,24013,21951,31351,423,523,511,26006,26273,22797,568,428,26005,462,21919,533,22514,21329,22297,510,12232,428,24013,463,22822,23964,24006,419,31341,12246,26211,21257,26004,26194,26204,419,434,26004,26202,22816,31322,21987,530,31376,22807,22000,21999,22629,576,21906,22637,22628,22879,22879,455,22201,22879,443,31330,23970,22633,26155,26224,26264,22882,526,26154,526,22475,24007,464,12241,579,422,22518,31343,21948,21948,26087,26192,26657,22511,22476,425,424,31447,466,510,25825,21996,98643,22516,525,21423,31341,589,22520,22520,7265,22602,576,22629,22816,586,586,0,0,0,31341,24012,24012,22946,1,1,1,1,0,0,0,0,1,1,0,22945,0,0,22978,22978,24024,26210,26209,21587,26003
Seagull_18_206_S47,26269,532,22820,22816,21993,22516,531,22816,530,21988,576,31561,22819,24013,21951,31351,423,523,511,26006,26273,22797,568,428,26005,462,21919,533,22514,21329,22297,510,12232,428,24013,463,22822,23964,24006,419,31341,12246,26211,21257,26004,26194,26204,419,434,26004,26202,22816,31322,21987,530,31376,22807,22000,21999,22629,576,21906,22637,22628,22879,22879,455,22201,22879,443,31330,23970,22633,26155,26224,26264,22882,526,26154,526,22475,24007,464,12241,579,422,22518,31343,21948,21948,26087,26192,26657,22511,22476,425,424,31447,466,510,25825,21996,98643,22516,525,21423,31341,589,22520,22520,7265,22602,576,22629,22816,586,586,0,0,0,31341,24012,24012,22946,1,1,1,1,0,0,0,0,1,1,0,22945,0,0,22978,22978,24024,26210,26209,21587,26003
Seagull_18_220_S109,26269,532,22820,22816,21993,22516,531,22816,530,21988,576,31561,22819,24013,21951,31351,423,523,511,26006,26273,22797,568,428,26005,462,21919,533,22514,21329,22297,510,12232,428,24013,463,22822,23964,24006,419,31341,12246,26211,21257,26004,26194,26204,419,434,26004,26202,22816,31322,21987,530,31376,22807,22000,21999,22629,576,21906,22637,22628,22879,22879,455,22201,22879,443,31330,23970,22633,26155,26224,26264,22882,526,26154,526,22475,24007,464,12241,579,422,22518,31343,21948,21948,26087,26192,26657,22511,22476,425,424,31447,466,510,25825,21996,98643,22516,525,21423,31341,589,22520,22520,7265,22602,576,22629,22816,586,586,0,0,0,31341,24012,24012,22946,1,1,1,1,0,0,0,0,1,1,0,22945,0,0,22978,22978,24024,26210,26209,21587,26003
Seagull_18_240_1_S58,26270,533,22821,22817,21994,22517,532,22817,531,21989,577,31562,22820,24014,21952,31352,424,524,512,26007,26274,22798,569,429,26006,463,21920,534,22515,21330,22298,511,12233,429,24014,464,22823,23965,24007,420,31342,12247,26212,21258,26005,26195,26205,420,435,26005,26203,22817,31323,21988,531,31377,22808,22001,22000,22630,577,21907,22638,22629,22880,22880,456,22202,22880,444,31331,23971,22634,26156,26225,26265,22883,527,26155,527,22476,24008,465,12242,580,423,22519,31344,21949,21949,26088,26193,26658,22512,22477,426,425,31448,467,511,25826,21997,98644,22517,526,21424,31342,590,22521,22521,7266,22603,577,22630,22817,587,587,1,1,1,31342,24013,24013,22947,2,2,2,2,1,1,1,1,0,0,1,22946,1,1,22979,22979,24025,26211,26210,21588,26004
Seagull_18_240_2_S59,26270,533,22821,22817,21994,22517,532,22817,531,21989,577,31562,22820,24014,21952,31352,424,524,512,26007,26274,22798,569,429,26006,463,21920,534,22515,21330,22298,511,12233,429,24014,464,22823,23965,24007,420,31342,12247,26212,21258,26005,26195,26205,420,435,26005,26203,22817,31323,21988,531,31377,22808,22001,22000,22630,577,21907,22638,22629,22880,22880,456,22202,22880,444,31331,23971,22634,26156,26225,26265,22883,527,26155,527,22476,24008,465,12242,580,423,22519,31344,21949,21949,26088,26193,26658,22512,22477,426,425,31448,467,511,25826,21997,98644,22517,526,21424,31342,590,22521,22521,7266,22603,577,22630,22817,587,587,1,1,1,31342,24013,24013,22947,2,2,2,2,1,1,1,1,0,0,1,22946,1,1,22979,22979,24025,26211,26210,21588,26004
Seagull_18_255_S68,26269,532,22820,22816,21993,22516,531,22816,530,21988,576,31561,22819,24013,21951,31351,423,523,511,26006,26273,22797,568,428,26005,462,21919,533,22514,21329,22297,510,12232,428,24013,463,22822,23964,24006,419,31341,12246,26211,21257,26004,26194,26204,419,434,26004,26202,22816,31322,21987,530,31376,22807,22000,21999,22629,576,21906,22637,22628,22879,22879,455,22201,22879,443,31330,23970,22633,26155,26224,26264,22882,526,26154,526,22475,24007,464,12241,579,422,22518,31343,21948,21948,26087,26192,26657,22511,22476,425,424,31447,466,510,25825,21996,98643,22516,525,21423,31341,589,22520,22520,7265,22602,576,22629,22816,586,586,0,0,0,31341,24012,24012,22946,1,1,1,1,0,0,0,0,1,1,0,22945,0,0,22978,22978,24024,26210,26209,21587,26003
Seagull_18_89_S8,25950,22675,23267,23263,22996,22634,22674,23263,22670,22993,22685,31245,23266,23809,22912,30880,22722,22668,22653,25858,25952,23244,22704,22727,25857,22735,22883,22675,22630,22172,22698,22652,22321,22727,23809,22736,23259,23742,23802,22718,30910,22335,25845,21947,25856,25838,25838,22718,22733,25856,25836,23263,30805,22992,22675,30897,23249,22597,22596,23031,22685,22868,23037,23030,23332,23332,22751,22398,23332,22742,30717,23748,23037,25859,25859,25943,23335,22671,25858,22671,22590,23803,22737,22330,22688,22721,22634,30912,22907,22907,25653,25836,26309,22627,22591,22724,22723,31006,22739,22652,25853,23001,98191,22632,22670,22542,30866,22698,22636,22636,22568,22715,22685,23031,23263,22695,22695,22945,22945,22945,30874,24136,24136,1,22946,22946,22946,22946,22945,22945,22945,22945,22946,22946,22945,0,22945,22945,605,605,24059,25844,25843,21866,25855
Seagull_18_90_1_S9,26269,532,22820,22816,21993,22516,531,22816,530,21988,576,31561,22819,24013,21951,31351,423,523,511,26006,26273,22797,568,428,26005,462,21919,533,22514,21329,22297,510,12232,428,24013,463,22822,23964,24006,419,31341,12246,26211,21257,26004,26194,26204,419,434,26004,26202,22816,31322,21987,530,31376,22807,22000,21999,22629,576,21906,22637,22628,22879,22879,455,22201,22879,443,31330,23970,22633,26155,26224,26264,22882,526,26154,526,22475,24007,464,12241,579,422,22518,31343,21948,21948,26087,26192,26657,22511,22476,425,424,31447,466,510,25825,21996,98643,22516,525,21423,31341,589,22520,22520,7265,22602,576,22629,22816,586,586,0,0,0,31341,24012,24012,22946,1,1,1,1,0,0,0,0,1,1,0,22945,0,0,22978,22978,24024,26210,26209,21587,26003
Seagull_18_90_2_S10,26269,532,22820,22816,21993,22516,531,22816,530,21988,576,31561,22819,24013,21951,31351,423,523,511,26006,26273,22797,568,428,26005,462,21919,533,22514,21329,22297,510,12232,428,24013,463,22822,23964,24006,419,31341,12246,26211,21257,26004,26194,26204,419,434,26004,26202,22816,31322,21987,530,31376,22807,22000,21999,22629,576,21906,22637,22628,22879,22879,455,22201,22879,443,31330,23970,22633,26155,26224,26264,22882,526,26154,526,22475,24007,464,12241,579,422,22518,31343,21948,21948,26087,26192,26657,22511,22476,425,424,31447,466,510,25825,21996,98643,22516,525,21423,31341,589,22520,22520,7265,22602,576,22629,22816,586,586,0,0,0,31341,24012,24012,22946,1,1,1,1,0,0,0,0,1,1,0,22945,0,0,22978,22978,24024,26210,26209,21587,26003
